1871,1033.25
1872,1246.5
1873,889
1874,1442.6666666667
1875,1118.1666666667
1876,1014.4166666667
1877,1187.25
1878,941.4166666667
1879,1146.1666666667
1880,1142.25
1881,1144.8333333333
1882,1159.9166666667
1883,916.8333333333
1884,1661.9166666667
1885,1370.8333333333
1886,894.4166666667
1887,1283.1666666667
1888,1066.25
1889,1200
1890,1108.1666666667
1891,1221.25
1892,1219.5
1893,1413
1894,1483
1895,1180.6666666667
1896,1362.9166666667
1897,1215.25
1898,1167.6666666667
1899,752.75
1900,1181
1901,1123.1666666667
1902,905.0833333333
1903,1153.25
1904,1189.8333333333
1905,1081.8333333333
1906,1180.0833333333
1907,1016.0833333333
1908,1116.0833333333
1909,1015.5833333333
1910,1306.0833333333
1911,1335.5833333333
1912,996.1666666667
1913,1006.5
1914,1064
1915,1142.75
1916,1075.3333333333
1917,1317.3333333333
1918,1157.0833333333
1919,1479.4166666667
1920,927.5833333333
1921,1037.3333333333
1922,1053.5
1923,1067.3333333333
1924,1023.4166666667
1925,1496.4166666667
1926,1203.0833333333
1927,1207.8333333333
1928,1008.8333333333
1929,1447.3333333333
1930,1134.5
1931,1136.0833333333
1932,1122.3333333333
1933,1323.6666666667
1934,1276.0833333333
1935,1062.5
1936,1517.9166666667
1937,1400.5
1938,1314.6666666667
1939,1330.25
1940,1282.0833333333
1941,842.0833333333
1942,1282.3333333333
1943,1342
1944,1424.4166666667
1945,1461.3333333333
1946,1268.75
1947,1447.3333333333
1948,1230.5
1949,1209.6666666667
1950,1036.8333333333
1951,1129.9166666667
1952,1132.1666666667
1953,1094.0833333333
1954,990.9166666667
1955,1235.4166666667
1956,1327
1957,980.9166666667
1958,1237.3333333333
1959,1294.1666666667
1960,1125.9166666667
1961,1734.5833333333
1962,852.6666666667
1963,1107.3333333333
1964,1185.75
1965,841.5
1966,809.1666666667
1967,1124.0833333333
1968,974.0833333333
1969,924.8333333333
1970,1202.5
1971,1290.8333333333
1972,987.6666666667
1973,1205.6666666667
1974,684.5
1975,1206.0833333333
1976,956.4166666667
1977,1299.4166666667
1978,994.5833333333
1979,728.75
1980,1236
1981,844.5833333333
1982,907
1983,1080.5
1984,1010.25
1985,1106.8333333333
1986,1182.4166666667
1987,929.0833333333
1988,780.3333333333
1989,876.6666666667
1990,1168.5
1991,924.5
1992,891.3333333333
1993,941.1666666667
1994,1434.9166666667
1995,980.25
1996,1122.5
1997,1125.9166666667
1998,1039.25
1999,1083.75
2000,827
2001,1172.25
2002,783.5
2003,1239.8333333333
2004,992.4166666667
2005,1135.0833333333
2006,926.5833333333
2007,1007.5
2008,1015.0833333333
2009,715.0833333333
2010,953.3333333333
2011,1171.1666666667
