ASMEG1902R,70,98,901,3153,2326,5250,4112,4597,4097,1081,61,6,2146
ASMEG1903R,156,276,1105,1098,1728,5699,3612,4778,2887,1573,640,8,1963.3333333333
ASMEG1904R,111,572,472,4670,3310,3417,4000,4292,2403,886,562,18,2059.4166666667
ASMEG1905R,141,216,1183,1811,2541,4317,3747,6132,2333,1923,158,190,2057.6666666667
ASMEG1906R,103,634,924,2465,2613,3753,4415,5229,3230,1675,460,0,2125.0833333333
ASMEG1907R,402,345,1266,2121,1968,4518,4586,2530,3195,298,100,207,1794.6666666667
ASMEG1908R,145,252,198,1571,2937,3487,4250,2835,3882,935,48,0,1711.6666666667
ASMEG1909R,211,61,45,1703,2682,5552,2782,3850,1958,1826,313,69,1754.3333333333
ASMEG1910R,88,335,1274,1853,2208,5322,5792,3248,2368,1890,167,50,2049.5833333333
ASMEG1911R,632,165,671,2165,3827,4425,4300,3407,3497,2363,203,20,2139.5833333333
ASMEG1912R,131,537,1235,2730,2263,3547,5085,3980,2290,1656,748,61,2021.9166666667
ASMEG1913R,96,724,990,2867,3927,4397,3958,3022,2313,2296,98,360,2087.3333333333
ASMEG1914R,63,671,560,2456,3047,3343,3935,3902,2406,565,96,86,1760.8333333333
ASMEG1915R,85,577,794,2030,6085,4833,6212,4415,2205,1208,153,27,2385.3333333333
ASMEG1916R,143,236,643,2138,3043,3745,3798,4262,2561,2792,462,30,1987.75
ASMEG1917R,60,861,390,1766,1748,4957,4122,2930,2965,1920,579,20,1859.8333333333
ASMEG1918R,40,135,941,1381,2458,5752,6780,4795,3467,704,22,6,2206.75
ASMEG1919R,148,106,302,1481,2677,4190,3506,2068,3390,1768,450,12,1674.8333333333
ASMEG1920R,64,402,1918,1675,2433,3862,2632,4172,3486,1198,69,41,1829.3333333333
ASMEG1921R,345,153,1250,2817,3512,5195,4638,4010,2987,1371,121,126,2210.4166666667
ASMEG1922R,178,45,726,1313,1996,4291,3450,3936,2588,1130,176,43,1656
ASMEG1923R,4,562,397,2171,3081,5555,3142,2506,3222,966,101,44,1812.5833333333
ASMEG1924R,73,248,206,1858,2797,3770,5877,3685,3127,1115,1496,8,2021.6666666667
ASMEG1925R,215,187,584,2223,4962,3018,3557,3232,2961,1023,78,2,1836.8333333333
ASMEG1926R,297,187,1406,1360,2827,4912,4617,3011,1930,1726,91,295,1888.25
ASMEG1927R,399,622,641,2130,2463,4067,4232,3790,4865,1481,263,0,2079.4166666667
ASMEG1928R,101,257,447,1393,3613,4060,3525,3797,3128,2843,245,29,1953.1666666667
ASMEG1929R,816,37,1000,2777,5020,5379,3326,3531,2486,1760,165,275,2214.3333333333
ASMEG1930R,260,354,730,2081,1613,6197,2438,3796,2631,1358,1286,37,1898.4166666667
ASMEG1931R,65,256,430,2428,3123,6214,5455,2591,2843,1446,257,292,2116.6666666667
ASMEG1932R,187,364,595,1813,4546,5018,3833,3601,2808,990,960,177,2074.3333333333
ASMEG1933R,113,285,205,2103,2671,4207,3485,4937,2000,1083,60,59,1767.3333333333
ASMEG1934R,151,680,242,2735,3853,7760,4607,3041,2351,2366,595,37,2368.1666666667
ASMEG1935R,53,487,562,999,2563,5745,3417,5001,3022,357,176,16,1866.5
ASMEG1936R,138,572,686,1748,4677,3635,4740,2931,2760,2013,223,156,2023.25
ASMEG1937R,54,470,156,890,3997,4040,3616,4547,2266,1585,141,108,1822.5
ASMEG1938R,317,162,1128,1878,2488,4407,4413,4273,3362,1473,678,12,2049.25
ASMEG1939R,22,330,143,1553,3052,5197,3877,1966,3861,1873,12,35,1826.75
ASMEG1940R,20,525,1766,634,3955,4046,3636,2970,3537,1214,177,151,1885.9166666667
ASMEG1941R,58,344,490,2286,4746,4947,3222,3243,2747,1606,231,98,2001.5
ASMEG1942R,61,271,1039,2196,3932,5340,3023,3382,4451,394,450,0,2044.9166666667
ASMEG1943R,530,430,1543,2450,3672,4240,3980,3538,3762,1069,83,35,2111
ASMEG1944R,432,182,569,1446,4390,3857,3731,3365,3325,773,54,90,1851.1666666667
ASMEG1945R,515,266,791,1501,3153,4922,4522,4175,2835,2198,76,46,2083.3333333333
ASMEG1946R,11,238,1193,2366,3082,5157,4838,2551,2206,4711,128,8,2207.4166666667
ASMEG1947R,44,55,891,2393,3985,5484,5439,3347,3903,2533,39,158,2355.9166666667
ASMEG1948R,105,397,594,2653,7059,5327,4882,3978,2625,2578,602,49,2570.75
ASMEG1949R,215,262,525,3531,3928,5093,3403,4058,3625,1395,150,153,2194.8333333333
ASMEG1950R,141,547,800,950,3036,5885,3367,4383,2008,1658,700,20,1957.9166666667
ASMEG1951R,46,11,402,2221,2801,5854,6137,3385,1943,2916,560,30,2192.1666666667
ASMEG1952R,51,53,1034,1765,4707,3806,5412,4238,3363,3220,567,15,2352.5833333333
ASMEG1953R,292,232,2028,1586,3650,4283,4588,2931,4413,1253,50,95,2116.75
ASMEG1954R,183,661,287,1998,3767,4518,4272,3762,2068,2033,2,247,1983.1666666667
ASMEG1955R,116,111,1285,2170,3053,4857,5502,3292,2753,1633,1254,103,2177.4166666667
ASMEG1956R,292,40,1443,1753,4253,7285,3687,3903,1471,1710,434,133,2200.3333333333
ASMEG1957R,759,389,291,1490,4232,4471,3480,2921,2386,1241,143,88,1824.25
ASMEG1958R,165,417,103,1886,4925,3395,2792,4163,2645,1671,30,121,1859.4166666667
ASMEG1959R,315,542,985,1140,4001,4157,2911,2346,2797,3631,110,13,1912.3333333333
ASMEG1960R,0,118,417,442,3046,4087,5495,3620,4445,855,335,50,1909.1666666667
ASMEG1961R,111,195,2536,1395,3568,3518,3625,3087,2356,1193,349,49,1831.8333333333
ASMEG1962R,196,313,175,1366,3012,4786,2835,4108,1308,1095,49,35,1606.5
ASMEG1963R,48,56,600,1988,2881,5534,4710,4032,2276,1641,292,49,2008.9166666667
ASMEG1964R,101,246,793,2722,2910,4427,5140,2842,3061,2161,151,98,2054.3333333333
ASMEG1965R,30,590,686,1385,2988,4875,3540,3445,3022,916,524,86,1840.5833333333
ASMEG1966R,192,118,211,1313,3515,6567,4477,5075,2480,1708,472,133,2188.4166666667
ASMEG1967R,196,420,1245,1391,2520,3497,3997,2180,3130,708,191,17,1624.3333333333
ASMEG1968R,195,220,781,1596,3327,4812,4788,3706,2171,1130,83,15,1902
ASMEG1969R,197,6,1054,1718,2458,4910,3965,3977,1668,946,228,49,1764.6666666667
ASMEG1970R,562,414,878,1948,3242,5249,5194,3558,2521,2652,720,22,2246.6666666667
ASMEG1971R,151,151,410,2078,2443,3592,3612,3217,2030,2141,1019,43,1740.5833333333
ASMEG1972R,120,255,728,2178,3047,5122,3803,2298,2003,750,70,32,1700.5
ASMEG1973R,111,736,281,2393,3622,6110,3093,3103,3162,1496,766,705,2131.5
ASMEG1974R,285,61,749,1995,3031,5202,7812,3823,2883,2201,287,27,2363
ASMEG1975R,111,207,208,1526,3233,2410,4646,2737,2425,1661,339,15,1626.5
ASMEG1976R,71,467,1204,1980,2098,5475,5589,3030,1611,527,192,111,1862.9166666667
ASMEG1977R,74,252,713,4208,3568,4450,4492,4180,1760,1571,432,271,2164.25
ASMEG1978R,25,85,430,1075,2577,4250,3710,2466,2590,905,560,0,1556.0833333333
ASMEG1979R,41,123,457,1080,1768,2835,5945,2451,5325,1740,203,375,1861.9166666667
ASMEG1980R,85,395,964,1766,3198,3500,3726,3211,2540,2053,4,16,1788.1666666667
ASMEG1981R,320,303,1110,1663,3382,2526,5053,3526,2258,424,50,409,1752
ASMEG1982R,25,247,412,2660,1661,4185,3506,3445,2806,540,460,141,1674
ASMEG1983R,167,430,810,1978,2495,3112,5512,3442,3866,2153,95,282,2028.5
ASMEG1984R,140,55,197,1663,3405,3471,4887,3071,3576,1311,86,296,1846.5
ASMEG1985R,70,374,1088,2203,2742,4586,4332,2732,2853,470,69,131,1804.1666666667
ASMEG1986R,98,130,292,2847,1923,2568,3480,2910,2846,3025,763,69,1745.9166666667
ASMEG1987R,63,340,1135,1791,1720,4442,5582,3280,4233,969,287,88,1994.1666666667
ASMEG1988R,98,318,873,1436,4492,3598,5362,6672,3328,1915,2771,162,2585.4166666667
ASMEG1989R,108,607,430,1833,2318,3972,6649,2877,3813,2558,187,68,2118.3333333333
ASMEG1990R,106,422,753,2960,2843,3676,3552,2441,3212,1821,231,58,1839.5833333333
ASMEG1991R,109,316,667,1873,2632,4403,3036,3401,3785,1919,75,164,1865
ASMEG1992R,127,577,853,1308,2220,3450,3652,3169,2534,1055,83,71,1591.5833333333
ASMEG1993R,492,1110,1094,1252,3613,7011,6480,4883,3150,1433,58,37,2551.0833333333
ASMEG1994R,190,918,1749,3982,3210,4405,3178,3139,2561,1831,179,7,2112.4166666667
ASMEG1995R,87,460,487,1617,2727,4892,4204,3570,3711,704,630,47,1928
ASMEG1996R,129,368,1564,1357,4838,2411,3991,3095,2429,1942,108,0,1852.6666666667
ASMEG1997R,123,507,852,1349,2299,4949,3566,2595,3552,266,206,278,1711.8333333333
ASMEG1998R,120,445,1358,1868,2306,4842,5101,4556,1857,1447,355,15,2022.5
ASMEG1999R,18,1,361,1912,3428,3364,4987,4104,2835,2409,129,23,1964.25
ASMEG2000R,184,181,622,2629,3152,4174,3017,4369,4534,883,293,29,2005.5833333333
ASMEG2001R,46,591,332,2529,2331,3195,3447,2339,2517,2237,231,55,1654.1666666667
ASMEG2002R,166,139,1002,3368,2191,4188,4574,2881,2289,734,768,55,1862.9166666667
ASMEG2003R,84,484,935,2577,2137,4096,3481,3101,2432,2179,213,125,1820.3333333333
ASMEG2004R,149,294,699,3744,3646,3078,5368,2402,2674,2672,38,71,2069.5833333333
ASMEG2005R,325,566,2055,2146,2872,3623,3481,4317,1521,1865,185,5,1913.4166666667
ASMEG2006R,5,637,198,2139,2424,3975,2848,1952,1957,1151,351,86,1476.9166666667
ASMEG2007R,26,1016,319,3095,2141,4198,4270,2773,3492,1408,388,65,1932.5833333333
ASMEG2008R,335,165,1428,2045,2254,3938,3608,4226,2322,1204,33,0,1796.5
ASMEG2009R,38,129,397,1257,1744,2333,2956,3792,1560,1274,145,23,1304
ASMEG2010R,1,39,1007,3761,2756,3651,2750,2841,2719,938,120,57,1720
ASMEG2011R,97,119,1198,832,2265,2883,3048,2808,1925,360,164,19,1309.8333333333
