1871,1481.5
1872,1720.1666666667
1873,1322.5
1874,1768.3333333333
1875,2020.4166666667
1876,1782.8333333333
1877,1542.9166666667
1878,1908.5
1879,1775.1666666667
1880,1801.9166666667
1881,1795.0833333333
1882,1869.5833333333
1883,1857.5
1884,1627.6666666667
1885,1547.5833333333
1886,1857.1666666667
1887,1530.1666666667
1888,1724.6666666667
1889,1436.8333333333
1890,1574
1891,1618
1892,1586
1893,2285.0833333333
1894,2206.6666666667
1895,1839.0833333333
1896,1324.8333333333
1897,1727
1898,1590.6666666667
1899,2033.6666666667
1900,1380.6666666667
1901,1560.0833333333
1902,1556.0833333333
1903,1459.0833333333
1904,1700.9166666667
1905,1875.3333333333
1906,1840.8333333333
1907,1410.5
1908,1523.3333333333
1909,1596
1910,1709.5833333333
1911,1635.0833333333
1912,1653.3333333333
1913,1735.9166666667
1914,1739.1666666667
1915,1844.0833333333
1916,1533.75
1917,1603.3333333333
1918,1956.3333333333
1919,1373.9166666667
1920,1467.3333333333
1921,1790.0833333333
1922,1523.25
1923,1628.8333333333
1924,1657.25
1925,1617.5833333333
1926,1678.1666666667
1927,1828.3333333333
1928,1447.5
1929,1925
1930,1747.5
1931,1471.5833333333
1932,1605.6666666667
1933,1335.5833333333
1934,1856.1666666667
1935,1432.0833333333
1936,1959.5833333333
1937,1538.6666666667
1938,1773.5833333333
1939,1544.4166666667
1940,1598.3333333333
1941,1927.3333333333
1942,1699.6666666667
1943,1407.1666666667
1944,1521.9166666667
1945,1578.3333333333
1946,1855.4166666667
1947,2068.75
1948,1764.5833333333
1949,1766.25
1950,1517.5833333333
1951,1753
1952,1817.6666666667
1953,1800.8333333333
1954,1783.6666666667
1955,1669.5
1956,2104.6666666667
1957,1333.9166666667
1958,1534.8333333333
1959,1711
1960,1622.6666666667
1961,1496.9166666667
1962,1495.1666666667
1963,1657.3333333333
1964,1793.5833333333
1965,1650.25
1966,1697.25
1967,1465.5833333333
1968,1856.8333333333
1969,1473.1666666667
1970,1581.3333333333
1971,1574.5
1972,1181.75
1973,1830.6666666667
1974,1753.75
1975,1595.75
1976,1554.3333333333
1977,1700.8333333333
1978,1472.5
1979,1323.8333333333
1980,1479.5
1981,1238.3333333333
1982,1368.3333333333
1983,1643.4166666667
1984,1409.75
1985,1333.0833333333
1986,1577.8333333333
1987,1516.5833333333
1988,1984.75
1989,1793.5
1990,1756.25
1991,1808.0833333333
1992,1408.5833333333
1993,2088.75
1994,1374.8333333333
1995,1755.9166666667
1996,1578.8333333333
1997,1672.6666666667
1998,1577.5833333333
1999,1613.3333333333
2000,1718.5
2001,1742.8333333333
2002,1841.25
2003,1765.6666666667
2004,1954.8333333333
2005,1578.0833333333
2006,1349.8333333333
2007,1894.8333333333
2008,1237.3333333333
2009,1257.5833333333
2010,1555.75
2011,1201.4166666667
