1871,685.75
1872,928.6666666667
1873,693.5
1874,788.5
1875,991.0833333333
1876,658.0833333333
1877,781.1666666667
1878,1117.0833333333
1879,1019.1666666667
1880,760
1881,1047.75
1882,857
1883,1300.5833333333
1884,1194.4166666667
1885,960.4166666667
1886,903.0833333333
1887,1265.25
1888,849.5
1889,932
1890,980.5833333333
1891,1098.25
1892,1070.3333333333
1893,1097.8333333333
1894,974
1895,812.3333333333
1896,916.8333333333
1897,823
1898,860
1899,370.25
1900,968.0833333333
1901,916.4166666667
1902,633.5
1903,1029.25
1904,630.8333333333
1905,771.4166666667
1906,984.75
1907,814.75
1908,1022.25
1909,918.0833333333
1910,1083.25
1911,755.5833333333
1912,845.3333333333
1913,959.25
1914,888.25
1915,967.8333333333
1916,1155.4166666667
1917,1076.5833333333
1918,672.75
1919,943.9166666667
1920,520.6666666667
1921,805.5833333333
1922,939.9166666667
1923,800.25
1924,802.4166666667
1925,759.1666666667
1926,939.75
1927,1010.8333333333
1928,811.3333333333
1929,759.3333333333
1930,828.5833333333
1931,1129.0833333333
1932,892.1666666667
1933,1304.6666666667
1934,934.6666666667
1935,919.4166666667
1936,1276.6666666667
1937,1083.4166666667
1938,1121.6666666667
1939,712.75
1940,1165
1941,685.3333333333
1942,1031.25
1943,781.5
1944,1112
1945,1015.3333333333
1946,951.25
1947,927.0833333333
1948,978.9166666667
1949,1132.3333333333
1950,619.25
1951,842.6666666667
1952,612.8333333333
1953,869.4166666667
1954,909.9166666667
1955,1041.0833333333
1956,951.4166666667
1957,889.25
1958,993.8333333333
1959,1221.5
1960,844.5833333333
1961,1156.0833333333
1962,947.75
1963,888.8333333333
1964,902.25
1965,673.25
1966,957.4166666667
1967,801.5833333333
1968,797.1666666667
1969,805.6666666667
1970,1127.6666666667
1971,733.1666666667
1972,524.9166666667
1973,1028.3333333333
1974,732.75
1975,1047.8333333333
1976,815.0833333333
1977,913.8333333333
1978,980.8333333333
1979,968.9166666667
1980,853.5833333333
1981,1049.25
1982,748
1983,940.9166666667
1984,636.4166666667
1985,750
1986,981.25
1987,690.4166666667
1988,1129.4166666667
1989,749.25
1990,1321.25
1991,691.75
1992,882.5
1993,813.0833333333
1994,1126.8333333333
1995,808.3333333333
1996,663.75
1997,838.3333333333
1998,926.9166666667
1999,899.75
2000,817.5833333333
2001,884.9166666667
2002,858.75
2003,842.3333333333
2004,716.5
2005,989.1666666667
2006,1073.6666666667
2007,804
2008,804.75
2009,667.1666666667
2010,1107.0833333333
2011,820.4166666667
