ORISS1902R,30,1,83,871,472,870,4697,3597,1811,300,88,277,1091.4166666667
ORISS1903R,193,186,69,266,607,1598,3778,2641,2858,2306,330,103,1244.5833333333
ORISS1904R,1,156,192,111,895,3892,3287,3568,1975,851,0,20,1245.6666666667
ORISS1905R,258,205,550,424,901,799,3472,2872,3946,310,4,1,1145.1666666667
ORISS1906R,217,870,440,5,435,1955,3690,2726,2526,928,91,344,1185.5833333333
ORISS1907R,2,215,644,770,305,2433,2001,5650,1950,260,166,275,1222.5833333333
ORISS1908R,327,16,88,46,470,2151,3527,5822,2071,517,0,0,1252.9166666667
ORISS1909R,39,75,32,1298,317,2838,4367,2220,2313,335,20,507,1196.75
ORISS1910R,96,17,15,417,455,2318,3952,4542,2677,2171,49,0,1392.4166666667
ORISS1911R,0,27,286,146,534,3526,1580,4412,2625,713,285,18,1179.3333333333
ORISS1912R,12,527,126,370,282,1060,3642,4472,2165,622,477,0,1146.25
ORISS1913R,18,617,106,96,840,2285,4382,3768,1468,1219,374,18,1265.9166666667
ORISS1914R,0,237,162,450,1771,2947,4276,3172,3197,103,0,59,1364.5
ORISS1915R,98,218,324,163,835,1283,2076,3332,2691,1275,1486,0,1148.4166666667
ORISS1916R,0,45,1,322,437,2912,2361,3421,1788,2326,630,0,1186.9166666667
ORISS1917R,2,708,297,158,656,2792,3191,3188,2773,3425,170,2,1446.8333333333
ORISS1918R,121,0,228,208,1185,4086,2260,3452,1666,69,60,25,1113.3333333333
ORISS1919R,625,382,285,215,649,3322,3050,5257,1438,880,1051,49,1433.5833333333
ORISS1920R,0,146,557,252,372,1638,5607,2957,1631,407,3,0,1130.8333333333
ORISS1921R,489,22,6,225,76,2083,3240,2538,3262,730,201,0,1072.6666666667
ORISS1922R,148,8,0,75,412,2163,4698,3013,3700,500,272,0,1249.0833333333
ORISS1923R,0,799,111,151,439,1024,2783,3593,1881,1150,1015,20,1080.5
ORISS1924R,296,79,35,86,799,966,2206,3037,2290,1024,1653,0,1039.25
ORISS1925R,11,0,48,420,1060,3597,4472,4002,1948,2086,16,101,1480.0833333333
ORISS1926R,337,105,836,354,710,635,2873,5870,2800,769,0,6,1274.5833333333
ORISS1927R,25,313,101,75,467,2582,4135,4281,1961,1015,232,0,1265.5833333333
ORISS1928R,59,41,63,644,502,2356,4996,2533,2113,2345,49,8,1309.0833333333
ORISS1929R,175,216,46,291,290,1705,5165,4526,1990,2321,0,178,1408.5833333333
ORISS1930R,0,148,96,352,327,1833,4143,3187,2802,379,1596,75,1244.8333333333
ORISS1931R,51,337,256,165,268,1138,2513,5137,2088,2423,475,8,1238.25
ORISS1932R,0,374,120,173,790,963,5031,2500,2587,474,1310,0,1193.5
ORISS1933R,167,604,71,203,1368,3071,3998,4926,2967,1426,203,141,1595.4166666667
ORISS1934R,0,16,35,48,108,2261,3611,4480,2776,923,118,39,1201.25
ORISS1935R,11,96,136,307,96,1430,5767,2068,2750,181,0,15,1071.4166666667
ORISS1936R,167,435,83,88,1710,5076,3787,3815,2301,1855,161,48,1627.1666666667
ORISS1937R,0,940,218,674,602,2461,4107,2681,2892,890,4,2,1289.25
ORISS1938R,76,223,138,156,1030,2276,2573,3162,2233,1973,272,0,1176
ORISS1939R,75,108,303,217,231,1966,4472,4248,2281,1896,148,39,1332
ORISS1940R,0,290,771,260,1321,3211,6037,4052,1238,935,41,100,1521.3333333333
ORISS1941R,283,5,76,180,542,3012,3520,2841,1956,1541,585,0,1211.75
ORISS1942R,110,182,12,313,211,2025,4247,3646,2995,675,933,8,1279.75
ORISS1943R,828,29,116,661,544,1876,5003,4475,3038,668,146,0,1448.6666666667
ORISS1944R,344,749,758,365,233,1403,5470,4532,1525,1536,65,0,1415
ORISS1945R,230,22,1,489,537,1601,4232,2872,3837,1740,35,54,1304.1666666667
ORISS1946R,11,8,65,870,808,2438,2930,4137,2146,1413,580,116,1293.5
ORISS1947R,210,200,138,141,295,2140,3792,4127,1803,1431,83,673,1252.75
ORISS1948R,133,407,138,267,625,2151,3016,3682,2381,806,715,12,1194.4166666667
ORISS1949R,32,75,34,210,600,1305,2862,3460,2687,2778,12,0,1171.25
ORISS1950R,0,211,640,11,705,2842,3660,3083,2046,655,1443,0,1274.6666666667
ORISS1951R,17,0,790,320,656,2040,3751,3395,1786,1680,464,0,1241.5833333333
ORISS1952R,1,83,200,342,332,1888,3492,3971,3195,1806,55,1,1280.5
ORISS1953R,372,56,1,40,325,2418,2253,5018,2551,610,680,0,1193.6666666667
ORISS1954R,6,48,126,90,315,1575,2188,2667,3667,1695,0,146,1043.5833333333
ORISS1955R,13,0,69,272,706,2063,2033,3798,3543,3146,861,2,1375.5
ORISS1956R,2,427,80,207,1046,3680,4500,4408,3242,2171,118,0,1656.75
ORISS1957R,171,282,324,85,182,1383,2997,4207,1910,342,0,0,990.25
ORISS1958R,108,335,135,217,445,1075,4328,2715,3545,2161,639,0,1308.5833333333
ORISS1959R,190,44,34,211,562,2136,3593,3186,2698,2315,25,27,1251.75
ORISS1960R,41,5,325,145,422,2033,3958,4335,1945,1111,70,165,1212.9166666667
ORISS1961R,200,960,10,221,622,2508,3181,3072,4050,1616,111,20,1380.9166666667
ORISS1962R,70,48,197,730,352,1768,4230,2861,2473,1811,53,27,1218.3333333333
ORISS1963R,0,73,75,464,818,2356,3128,3367,3107,1858,50,2,1274.8333333333
ORISS1964R,2,258,25,238,562,1428,4280,4872,1976,724,55,0,1201.6666666667
ORISS1965R,59,143,517,276,643,1316,4215,2236,2111,1028,12,10,1047.1666666667
ORISS1966R,477,45,12,292,377,2923,3698,1916,1830,730,660,40,1083.3333333333
ORISS1967R,429,0,751,370,227,2053,3122,3938,2520,252,11,177,1154.1666666667
ORISS1968R,350,243,226,227,235,1688,2972,3023,2738,2206,510,0,1201.5
ORISS1969R,0,4,35,262,680,1558,4927,2745,2248,479,480,121,1128.25
ORISS1970R,123,960,700,245,622,2120,2388,3217,1209,1428,180,0,1099.3333333333
ORISS1971R,141,337,30,851,895,3257,2665,3833,1521,2281,29,0,1320
ORISS1972R,0,193,37,192,170,1336,3502,3186,3267,875,355,0,1092.75
ORISS1973R,0,66,409,90,665,1110,4713,3686,2106,1918,153,192,1259
ORISS1974R,0,41,402,162,530,1023,1733,3267,1525,1303,153,0,844.9166666667
ORISS1975R,41,242,172,210,227,2236,2446,3957,2313,1231,177,0,1104.3333333333
ORISS1976R,0,135,162,265,492,749,3347,4162,1448,495,370,13,969.8333333333
ORISS1977R,53,55,43,661,1059,1816,3296,3427,2610,599,953,50,1218.5
ORISS1978R,8,238,325,130,327,1625,3078,3806,1543,971,193,156,1033.3333333333
ORISS1979R,50,192,54,237,158,2188,2448,2443,1623,477,131,88,840.75
ORISS1980R,128,106,337,248,267,3047,4013,2190,3306,928,50,55,1222.9166666667
ORISS1981R,227,175,544,278,803,1773,2493,3760,2913,128,20,69,1098.5833333333
ORISS1982R,53,317,744,317,352,1876,1871,5734,1258,442,65,0,1085.75
ORISS1983R,8,597,227,482,696,1451,2567,3077,2995,911,37,95,1095.25
ORISS1984R,118,91,17,532,600,3067,3647,4907,1255,592,0,0,1235.5
ORISS1985R,242,392,34,153,594,1646,2508,4162,3322,1608,17,0,1223.1666666667
ORISS1986R,292,467,101,489,780,3095,4346,3292,1788,1671,1188,156,1472.0833333333
ORISS1987R,187,45,237,246,637,1213,4236,2035,1603,1013,1215,34,1058.4166666667
ORISS1988R,0,365,325,550,439,2501,3175,2643,2640,746,22,5,1117.5833333333
ORISS1989R,0,6,83,37,785,3568,2840,4217,2011,387,0,22,1163
ORISS1990R,0,660,981,830,1363,2386,2942,4106,2577,2015,1283,16,1596.5833333333
ORISS1991R,261,32,297,303,355,1433,4441,4505,1855,1035,479,70,1255.5
ORISS1992R,79,180,0,275,766,1966,4072,3627,1781,768,115,0,1135.75
ORISS1993R,1,12,66,681,856,2952,3122,3958,2817,650,172,0,1273.9166666667
ORISS1994R,17,324,24,580,530,3017,4702,5132,2607,750,243,0,1493.8333333333
ORISS1995R,330,202,256,247,4283,1125,2708,2977,2100,1830,1608,0,1472.1666666667
ORISS1996R,151,75,53,240,340,2081,2436,3287,921,620,59,2,855.4166666667
ORISS1997R,183,44,339,1100,395,2321,2893,5945,2146,292,222,744,1385.3333333333
ORISS1998R,173,318,527,422,605,1703,2446,2205,2950,1443,730,0,1126.8333333333
ORISS1999R,0,2,8,10,1763,2358,2980,3477,2940,2915,212,0,1388.75
ORISS2000R,2,477,12,397,945,2597,2916,2520,1423,375,25,0,974.0833333333
ORISS2001R,10,32,449,399,1060,4352,5727,3310,1120,1441,696,0,1549.6666666667
ORISS2002R,167,1,200,201,954,1903,1631,3300,2253,510,412,2,961.1666666667
ORISS2003R,15,205,231,235,634,2013,3657,4020,2957,3187,514,232,1491.6666666667
ORISS2004R,63,100,81,734,405,2193,3297,3402,1656,1535,27,0,1124.4166666667
ORISS2005R,244,53,309,205,502,1905,4663,1886,3458,2431,146,66,1322.3333333333
ORISS2006R,12,3,258,286,1306,1934,4264,6696,2184,395,188,0,1460.5
ORISS2007R,5,399,95,202,797,2821,2874,4264,4009,716,192,0,1364.5
ORISS2008R,475,171,159,409,525,3985,3400,4299,4017,309,101,0,1487.5
ORISS2009R,0,0,33,23,791,972,6255,2905,1608,1147,403,4,1178.4166666667
ORISS2010R,86,25,54,79,952,1618,3215,2774,2279,1427,463,435,1117.25
ORISS2011R,2,208,36,509,711,2186,2125,3297,3598,255,0,11,1078.1666666667
