1871,277.3333333333
1872,255.0833333333
1873,288.4166666667
1874,211
1875,281.3333333333
1876,255.75
1877,144
1878,293.3333333333
1879,299.6666666667
1880,221.25
1881,290.1666666667
1882,281.3333333333
1883,197.5
1884,317.6666666667
1885,167.75
1886,230.3333333333
1887,143.9166666667
1888,208.5
1889,242.4166666667
1890,206.8333333333
1891,173.0833333333
1892,362.4166666667
1893,449.75
1894,311.25
1895,186.9166666667
1896,221.0833333333
1897,293.0833333333
1898,211.1666666667
1899,44.75
1900,253.6666666667
1901,129.0833333333
1902,166.25
1903,246.5
1904,183.1666666667
1905,90.75
1906,247.5833333333
1907,321.4166666667
1908,508
1909,366.75
1910,252.75
1911,115.6666666667
1912,229
1913,183.0833333333
1914,243.75
1915,125.5
1916,348.5833333333
1917,601.8333333333
1918,30.5
1919,239.6666666667
1920,214.9166666667
1921,191.25
1922,182.5
1923,237.8333333333
1924,222.3333333333
1925,110.6666666667
1926,354.75
1927,263.0833333333
1928,226.6666666667
1929,254.4166666667
1930,173.0833333333
1931,311.3333333333
1932,218.9166666667
1933,304.5833333333
1934,258.8333333333
1935,198.75
1936,206.5833333333
1937,241.5
1938,160.1666666667
1939,104.1666666667
1940,260.0833333333
1941,175.75
1942,303.8333333333
1943,215.5
1944,493
1945,300.4166666667
1946,164.25
1947,244.6666666667
1948,194.8333333333
1949,207.9166666667
1950,259.0833333333
1951,181.5833333333
1952,193.75
1953,309.3333333333
1954,232.6666666667
1955,340
1956,337.25
1957,212.3333333333
1958,238.9166666667
1959,304
1960,187.5
1961,340.8333333333
1962,241.25
1963,145.1666666667
1964,282
1965,187.1666666667
1966,219
1967,311.3333333333
1968,96.5
1969,85
1970,290.8333333333
1971,193
1972,174
1973,352.75
1974,153.8333333333
1975,429.8333333333
1976,379.9166666667
1977,307.3333333333
1978,324.6666666667
1979,317.0833333333
1980,177.6666666667
1981,233.8333333333
1982,292.6666666667
1983,412.8333333333
1984,180.3333333333
1985,217.0833333333
1986,167.75
1987,132.6666666667
1988,243.4166666667
1989,232.1666666667
1990,442.5
1991,148.5
1992,450.75
1993,270.9166666667
1994,307.1666666667
1995,298.5833333333
1996,377
1997,359.9166666667
1998,309
1999,194
2000,178.5833333333
2001,224.5833333333
2002,95.6666666667
2003,254.25
2004,141.6666666667
2005,174.8333333333
2006,265.9166666667
2007,212.3333333333
2008,280.5833333333
2009,134
2010,387
2011,353.9166666667
