EMPRA2000R 3 13 12 25 625 2355 3945 1963 1106 35 2 0 840.3333333333
EMPRA2001R 141 32 83 355 452 3338 5195 2250 559 988 35 0 1119
EMPRA2002R 40 562 41 11 162 1139 869 5190 1958 484 25 12 874.4166666667
EMPRA2003R 17 825 37 43 15 1418 3503 3506 4472 237 32 50 1179.5833333333
EMPRA2004R 273 35 6 60 136 2711 2316 3211 884 278 56 0 830.5
EMPRA2005R 268 97 302 59 71 1674 6716 2713 2135 177 0 33 1187.0833333333
EMPRA2006R 0 0 650 219 339 762 5006 3200 894 110 117 14 942.5833333333
EMPRA2007R 0 509 121 57 219 1002 2881 1954 1535 34 0 60 697.6666666667
EMPRA2008R 12 41 73 79 134 3094 3124 2755 1085 240 14 0 887.5833333333
EMPRA2009R 108 3 18 37 72 407 3587 1779 1791 657 888 111 788.1666666667
EMPRA2010R 19 87 10 3 49 671 3920 2738 2156 181 128 24 832.1666666667
EMPRA2011R 1 26 10 132 134 3863 3598 3114 2531 17 0 0 1118.8333333333
