1871,674.75
1872,613.4166666667
1873,688.4166666667
1874,538.1666666667
1875,691.4166666667
1876,576.6666666667
1877,305.9166666667
1878,622.25
1879,725.8333333333
1880,584.4166666667
1881,622.75
1882,675.3333333333
1883,507.6666666667
1884,646.9166666667
1885,637.3333333333
1886,563.3333333333
1887,763.8333333333
1888,510.4166666667
1889,700.5
1890,498.9166666667
1891,482.5833333333
1892,816.0833333333
1893,801.9166666667
1894,673.75
1895,445.5
1896,495.75
1897,522.0833333333
1898,442.5
1899,285.6666666667
1900,697.9166666667
1901,336.8333333333
1902,465.3333333333
1903,547.0833333333
1904,552.4166666667
1905,229.5833333333
1906,524.1666666667
1907,447.6666666667
1908,727.0833333333
1909,671.3333333333
1910,565.0833333333
1911,348.0833333333
1912,561.1666666667
1913,422.9166666667
1914,573.8333333333
1915,353.5833333333
1916,722
1917,1114.25
1918,240.4166666667
1919,635.8333333333
1920,508.6666666667
1921,456.25
1922,518.8333333333
1923,599.4166666667
1924,796.4166666667
1925,391.3333333333
1926,728.4166666667
1927,621.5833333333
1928,535.6666666667
1929,497.75
1930,576.9166666667
1931,640.8333333333
1932,442.9166666667
1933,823.8333333333
1934,707.8333333333
1935,595.8333333333
1936,467.6666666667
1937,604
1938,413.3333333333
1939,344.75
1940,542.5
1941,420.5833333333
1942,849.25
1943,578.5
1944,708
1945,799.0833333333
1946,829
1947,648.5
1948,596.6666666667
1949,490.4166666667
1950,677.1666666667
1951,307.9166666667
1952,621.4166666667
1953,519
1954,640.3333333333
1955,737.0833333333
1956,802.0833333333
1957,624.75
1958,669
1959,724.4166666667
1960,512
1961,706.3333333333
1962,544.0833333333
1963,553.1666666667
1964,525.9166666667
1965,363.9166666667
1966,421.4166666667
1967,641.5833333333
1968,447.5833333333
1969,531.0833333333
1970,639.1666666667
1971,727.5833333333
1972,350
1973,754.3333333333
1974,540.5
1975,695.4166666667
1976,655.5
1977,809.8333333333
1978,748.4166666667
1979,515
1980,468.8333333333
1981,564.75
1982,544.25
1983,674.4166666667
1984,497.0833333333
1985,472.75
1986,530.1666666667
1987,366.3333333333
1988,523
1989,471.9166666667
1990,668.0833333333
1991,395.5833333333
1992,660.3333333333
1993,580.9166666667
1994,729.25
1995,613.0833333333
1996,738.6666666667
1997,604.1666666667
1998,431.0833333333
1999,477.4166666667
2000,407.8333333333
2001,463.8333333333
2002,296.3333333333
2003,370.9166666667
2004,534.0833333333
2005,525.6666666667
2006,635.5833333333
2007,509.6666666667
2008,490.75
2009,389.6666666667
2010,597.9166666667
2011,743
