COKNT1943R;272;108;0;3;5750;10500;9385;3112;4931;2490;903;0;3121.1666666667
COKNT1944R;0;0;116;1;1036;9900;11064;4041;514;3312;860;136;2581.6666666667
COKNT1945R;59;0;0;37;325;12168;13373;5205;3122;690;763;0;2978.5
COKNT1946R;0;0;405;625;814;13801;8872;8914;2076;1890;3022;539;3413.1666666667
COKNT1947R;0;59;53;1008;220;7925;10012;7979;3478;480;0;187;2616.75
COKNT1948R;141;0;148;151;320;9265;10930;7672;3367;489;1983;0;2872.1666666667
COKNT1949R;0;0;0;6;4626;8770;12549;4580;4935;910;240;0;3051.3333333333
COKNT1950R;0;0;0;22;1606;10663;14294;3283;5860;830;472;0;3085.8333333333
COKNT1951R;0;0;0;308;743;11188;12341;3582;2053;2093;377;0;2723.75
COKNT1952R;0;0;0;313;1259;10463;7374;4985;367;2346;0;121;2269
COKNT1953R;0;0;0;213;63;6695;17185;3855;1853;2538;6;0;2700.6666666667
COKNT1954R;37;0;113;745;695;5895;11558;6947;3402;1930;20;55;2616.4166666667
COKNT1955R;0;0;3;270;3412;12280;8097;7384;4721;3458;673;0;3358.1666666667
COKNT1956R;0;0;0;295;6002;10291;9830;3830;1978;2063;1023;0;2942.6666666667
COKNT1957R;0;0;20;12;1653;8182;9697;6835;775;1165;1546;11;2491.3333333333
COKNT1958R;4;0;0;63;2426;10684;8710;6684;2893;984;893;22;2780.25
COKNT1959R;0;0;0;60;2408;10850;14175;5247;3677;547;350;181;3124.5833333333
COKNT1960R;0;0;73;330;4862;7440;8580;4533;5007;1318;515;0;2721.5
COKNT1961R;0;0;0;342;6557;1287;116095;7730;7997;3732;181;17;11994.8333333333
COKNT1962R;6;329;0;35;5050;3731;10207;10253;4342;2648;55;1065;3143.4166666667
COKNT1963R;0;0;217;660;1230;7340;7540;9412;1595;2246;170;165;2547.9166666667
COKNT1964R;0;0;0;11;824;7667;7634;8135;4082;2281;296;327;2604.75
COKNT1965R;65;0;0;17;490;7832;8104;5495;1561;141;227;2196;2177.3333333333
COKNT1966R;0;0;0;55;1259;7227;10032;2360;2343;1928;2273;460;2328.0833333333
COKNT1967R;0;0;0;20;519;8409;11895;5552;2961;1176;95;51;2556.5
COKNT1968R;0;0;0;524;6;9650;13815;3161;2070;2408;397;3;2669.5
COKNT1969R;0;0;0;385;500;8082;9167;3173;5767;400;649;12;2344.5833333333
COKNT1970R;0;0;0;60;3452;10107;11629;12700;3956;1313;394;0;3634.25
COKNT1971R;0;8;4;160;3217;10576;11713;5642;2186;437;20;48;2834.25
COKNT1972R;0;0;0;46;1173;8359;7992;5147;640;1548;290;18;2101.0833333333
COKNT1973R;0;0;0;277;539;8147;8807;11229;1633;1116;233;96;2673.0833333333
COKNT1974R;0;0;65;136;2766;6190;14425;6159;5242;2685;44;0;3142.6666666667
COKNT1975R;0;0;44;45;1398;17115;12488;11070;5555;2081;765;0;4213.4166666667
COKNT1976R;0;0;0;58;695;5949;10805;5417;3100;590;1100;317;2335.9166666667
COKNT1977R;0;0;10;347;966;9362;11860;3482;2856;2792;2877;0;2879.3333333333
COKNT1978R;0;1;0;0;4712;13918;11173;6152;2857;1011;731;457;3417.6666666667
COKNT1979R;0;0;0;71;29;9485;9777;4228;2183;1003;1134;0;2325.8333333333
COKNT1980R;0;0;0;3217;237;11523;7669;9394;1553;457;641;79;2897.5
COKNT1981R;8;0;0;6;460;12278;9332;8634;2468;1266;449;41;2911.8333333333
COKNT1982R;0;0;0;0;1983;9254;10900;12600;1005;775;910;0;3118.9166666667
COKNT1983R;0;0;0;4;197;5240;11513;12068;7722;1093;377;382;3216.3333333333
COKNT1984R;1;8;106;715;228;11045;7457;4742;1660;2578;35;0;2381.25
COKNT1985R;6;0;0;146;1269;10049;6265;6757;1238;3062;312;44;2429
COKNT1986R;0;0;24;6;407;9755;5877;7702;1365;332;2178;17;2305.25
COKNT1987R;0;0;0;0;324;11929;7890;7489;945;2768;875;60;2690
COKNT1988R;0;0;0;200;530;11939;10059;8817;5139;1226;8;0;3159.8333333333
COKNT1989R;0;0;37;70;669;12005;7799;8192;2923;250;110;6;2671.75
COKNT1990R;0;0;0;0;6072;8562;7242;9220;2003;2390;370;0;2988.25
COKNT1991R;0;0;0;495;1375;10720;12346;7802;630;933;382;15;2891.5
COKNT1992R;0;0;0;146;1025;10140;8740;8607;3207;1174;2261;0;2941.6666666667
COKNT1993R;0;0;108;312;689;6607;13966;4707;1728;3920;334;190;2713.4166666667
COKNT1994R;81;0;3;614;394;13943;11303;7777;1496;2728;262;0;3216.75
COKNT1995R;138;0;0;272;1250;9220;12261;6155;2261;1863;213;0;2802.75
COKNT1996R;0;0;0;13;166;11044;9952;4481;2791;2168;108;212;2577.9166666667
COKNT1997R;49;0;8;108;113;8465;12875;9122;1198;919;760;271;2824
COKNT1998R;0;0;0;5;522;13164;8660;4917;6375;2740;602;172;3096.4166666667
COKNT1999R;0;0;5;18;3935;11833;12841;3636;1388;2748;190;0;3049.5
COKNT2000R;81;0;0;247;2642;11284;8037;6134;1370;1345;25;18;2598.5833333333
COKNT2001R;50;0;0;778;2381;10505;8750;5824;1628;2371;405;0;2724.3333333333
COKNT2002R;0;5;0;170;2281;9892;4053;5227;1548;5370;188;0;2394.5
COKNT2003R;0;0;5;153;73;12058;10705;5179;2687;1450;265;0;2714.5833333333
COKNT2004R;0;4;16;37;4263;7995;7032;6250;1576;1446;412;0;2419.25
COKNT2005R;3;0;0;910;295;8680;10705;4217;3431;1417;308;0;2497.1666666667
COKNT2006R;19;0;15;2;4804;8770;7488;4931;5279;3100;820;0;2935.6666666667
COKNT2007R;1;0;9;320;1184;12231;6665;7328;7415;1730;404;11;3108.1666666667
COKNT2008R;0;21;1767;98;608;8933;6129;5685;2991;644;186;400;2288.5
COKNT2009R;0;0;177;178;1095;5213;13886;3921;5169;2435;1284;242;2800
COKNT2010R;153;0;13;560;883;7977;10850;5342;4832;3243;2100;101;3004.5
COKNT2011R;0;35;5;584;448;11791;9980;7634;5740;1491;862;0;3214.1666666667
